File name,Radar name,Frequency,PRT,PRF,Pulsewidth,Receiving time,Dead time,Peak Power,Average Power,Instrumented Range,Range Resolution,Accuracy,Beamwidth,Hits per scan,Antenna Rotation,MTBCF,MTTR
karte006.en.html,Didactic Primary Radar DPR 886,"2,4 … 2,7 GHz
	(S-Band)",,150 m,"1,5 m",30 cm,6°,,
karte007.en.html,Didactical Noiseradar “Skyradar Pro”,"20 GHz … 28 GHz
	(K-Band)",3.2 mW,"9,5 m",7 … 30 cm,"3,5 cm",1°,,
karte008.en.html,Omniradar RIC60A,"57 … 64 GHz
	(V-Band)",,,,,,,,5 m,21 mm,2 mm,,,,,
karte009.en.html,XeThru X4,"7.29 or 8.748 GHz
	(C … X-Band)",,,,,,-0.7; 4.1 or 6.3 dBm,,9.6 m,,,,,,,
karte010.en.html,NCR-84,"80 GHz
	(W-Band)",,,,,,,,30 m,,1 mm,3° or 6°,,,,
karte011.en.html,IVS-167,"24.0 … 24.5 GHz
	(K-Band)",1 mW,30 cm,3 cm,11°
karte012.en.html,SL-2100P/34,"10.532 GHz
	(X-Band)",,,,,,,60 W,> 4 km,,,β= 5° ;ε= 2.5°,,,,
karte013.en.html,RIR 980,C-Band,,,"0.25, 0.5 or 1 µs",,,1 MW,1 kW,280 km,,,,,,,
karte014.en.html,Phoenix,X-Band,,,,,,,25 mW EIRP,"8,8 km",0.25 m,,45°,,,,
karte015.en.html,RIAS,VHF-Band,,,,,,,,,,,,,,,
karte002.en.html,NRS-12 “Score Board”,UHF-Band,synchron to the PSR,200 … 750 Hzsynchronously to the PSR,12 Microseconds,,,4 Kilowatts,,,450 m,,20 Degrees,> 10,synchron to the PSR,,
karte003.en.html,1030 / 1090 MHz,,,,,,up to 2 kW,,,,,,,
karte004.en.html,MSSR 2000 I,1030 / 1090 MHz,,,,,,up to 2 kW,,,,,,,,,
karte005.en.html,Parol (1L22),UHF,,,> 12 µs,,,,,up to 600 km,,,,,synchronous to the primary radar,,
karte006.en.html,Siemens 1990,1030 / 1090 MHz,synchronuous to the primary radar,synchronuous to the primary radar,depending on mode,,,up to 2 kW,up to 100 watts,up to 250 NM,500 m,,10 degrees,3 … 5,synchronuous to the primary radar,,
karte007.en.html,AN/TPX-46(V),1030 / 1090 MHz,synchronuous to the primary radar,synchronuous to the primary radar,depending on mode,,,"1,000 or 2,000 W, selectable",,,,,,,integrated in the main antenna,,
karte008.en.html,RSM 970 S,1030 / 1090 MHz,,,depending on mode,,,"up to 2,000 W",,up to 256 NM (≙ ca. 300 km),15m,,"2,4°",,up to 15 rpm,,
karte009.en.html,1030 / 1090 MHz,,,depending on mode,,,"up to 2,000 W",,up to 256 NM (≙ ca. 300 km),15m,,"2,4°",,up to 15 rpm
karte010.en.html,"1030 MHz (upload) with1090 MHz (download) and837,5 MHz (upload) with740 MHz (download)",up to 10 kW (reduced to 3 kW normally),,up to 250 NM (≙ ca. 465 km),100 m,,0.6°,10 s as En-Route Radar4 or 6 s as TAR,,
karte011.en.html,AN/TPX-50,1030 / 1090 MHz,,375 … 450 Hz,,,,360 W,1 W,,,,,,,,
karte012.en.html,AN/TPX-3,157 … 187 MHz,,200 … 750 Hz,5 … 8 µs,,,,,,,,,,,,
karte013.en.html,Type 242,,Aerial outfit,165 … 185 MHz,,125 or 50 Hz,6 µs,,,1 kW,,,,,60°,,,,
karte014.en.html,Type 1010,"1 030, 1 090 MHz
	(L-Band)",,150 … 450 Hz,,,,2 kW,,,,,7°,,,,
karte015.en.html,Trassa-1,"… 
	(UHF, L-Band)",,,,,,,,360 km,,100 m,,,,,
karte016.en.html,Type 243,"157 … 187 MHz
	(A-Band)",,50 or 100 Hz,10 µs,,,1 kW,,,,,,,,,
karte017.en.html,Raduga 2,,837.5 / 740 MHz,,150 … 500 Hz,,,,12 kW,,400 km,,"150 m, 0.3°",3.3°,,,,
karte018.en.html,DLD-100C,"1 030 / 1 090 MHz
	(D-Band)",,,,,,2.5 kW,100 W,256 NM (≙ 474 km),≤55 m,"≤30 m, ≤0.05°",2.45°,,5 … 15 min⁻¹,30 000 h,
karte019.en.html,S 200R,L-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte020.en.html,L-IESA NR-IFF,L-Band,,,,,,1.6 … 2.4 kW,,>200 NM (≙ 370 km),,,6° … 8°,,,> 4 500 hrs,
karte021.en.html,AN/APX-76,1 030 MHz (sorgulama)1 090 MHz (yeniden oynatma),< 400 Hz,,,,,2 kW,20 W,,,,,,,,
karte022.en.html,AN/APX-100(V),1 030 MHz (interrogate)1 090 MHz (replay),,,,,,500 W,5 W,,,,,,,2 000 hrs,
karte023.en.html,AN/TPX-26,"1 080 … 1 130 MHz
	(L-Band)",,,,,,1 500 W,,165 NM (≙ 300 km),,,,,,,
karte024.en.html,NESIS 4000,"1 030 and 1 090 MHz
	(L-Band)",,,,,,3.8 kW,,220 NM (≙ 410 km),,,,,virtually: 60 rpm,,
karte025.en.html,AN/TPX-41,"1030 and 1090 MHz
	(L-Band)",,,,,,1.5 kW,,200 mi (≙ 320 km),,,,,,,
karte022.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte001.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte078.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte062.en.html,########,"… 
	(%%%-Band)",,,,,,,,,,,,,,,
karte041.en.html,########,"… 
	(%%%-Band)",,,,,,,,,,,,,,,
karte019.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte020.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte043.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte083.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte006.en.html,########,%%%-Band),,,,,,,,,,
karte065.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte074.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
karte008.en.html,########,"… 
	(%%%-Band)",,,,,,,,,,,,,,,
karte016.en.html,########,"… 
	(%%%-Band)",,,,,,,,,,,,,,,
karte026.en.html,########,"… 
	(%%%-Band)",,,,,,,,NM (≙  km),,,,,,,
